year,code,cause,cause_level,dalys,dalys_thousands,dalys_millions,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5,total_dalys,pct_all_dalys
2010,730,Ovary cancer,3,4500957.84712737,4500.95784712737,4.50095784712737,NA,NA,12.,Ovary cancer,NA,2720239916.81449,0.0016546179692849196
2010,740,Prostate cancer,3,6260348.45525804,6260.348455258039,6.26034845525804,NA,NA,13.,Prostate cancer,NA,2720239916.81449,0.002301395702842696
2010,742,Testicular cancer,3,472761.105334759,472.761105334759,0.472761105334759,NA,NA,14.,Testicular cancer,NA,2720239916.81449,1.7379390046168473e-4
2010,745,Kidney cancer,3,3693470.32545751,3693.47032545751,3.69347032545751,NA,NA,15.,Kidney cancer,NA,2720239916.81449,0.001357773739965816
2010,750,Bladder cancer,3,3782505.91992589,3782.50591992589,3.78250591992589,NA,NA,16.,Bladder cancer,NA,2720239916.81449,0.0013905045273930677
2010,751,Brain and nervous system cancers,3,7937501.79225013,7937.50179225013,7.9375017922501305,NA,NA,17.,Brain and nervous system cancers,NA,2720239916.81449,0.00291794181211239
2010,752,Gallbladder and biliary tract cancer,3,2965615.57964649,2965.61557964649,2.96561557964649,NA,NA,18.,Gallbladder and biliary tract cancer,NA,2720239916.81449,0.00109020368435713
2010,753,Larynx cancer,3,2867133.71194524,2867.13371194524,2.86713371194524,NA,NA,19.,Larynx cancer,NA,2720239916.81449,0.001054000308657616
2010,754,Thyroid cancer,3,1038417.61585307,1038.41761585307,1.03841761585307,NA,NA,20.,Thyroid cancer,NA,2720239916.81449,3.81737511251985e-4
2010,755,Mesothelioma,3,593098.774473442,593.098774473442,0.593098774473442,NA,NA,21.,Mesothelioma,NA,2720239916.81449,2.1803178859605314e-4
2010,760,"Lymphomas, multiple myeloma",3,10060945.0714232,10060.9450714232,10.0609450714232,NA,NA,22.,"Lymphomas, multiple myeloma",NA,2720239916.81449,0.0036985506349031783
2010,761,Hodgkin lymphoma,4,1179051.26040359,1179.05126040359,1.17905126040359,NA,NA,NA,a.,Hodgkin lymphoma,2720239916.81449,4.334364969485142e-4
2010,762,Non-Hodgkin lymphoma,4,6823173.00128014,6823.17300128014,6.82317300128014,NA,NA,NA,b.,Non-Hodgkin lymphoma,2720239916.81449,0.0025082982420426905
2010,763,Multiple myeloma,4,2058720.80973947,2058.72080973947,2.05872080973947,NA,NA,NA,c.,Multiple myeloma,2720239916.81449,7.568158959119734e-4
2010,770,Leukaemia,3,11168638.079159,11168.638079159002,11.168638079159,NA,NA,23.,Leukaemia,NA,2720239916.81449,0.004105754793951383
2010,780,Other malignant neoplasms,3,16365896.9777119,16365.8969777119,16.3658969777119,NA,NA,24.,Other malignant neoplasms,NA,2720239916.81449,0.006016343219048495
2010,790,Other neoplasms,2,2237260.63852869,2237.2606385286904,2.2372606385286904,NA,B.,Other neoplasms,NA,NA,2720239916.81449,8.224497496340735e-4
2010,800,Diabetes mellitus,2,53104518.6720069,53104.518672006896,53.1045186720069,NA,C.,Diabetes mellitus,NA,NA,2720239916.81449,0.019521998167791915
2010,810,"Endocrine, blood, immune disorders",2,22474211.2938448,22474.2112938448,22.4742112938448,NA,D.,"Endocrine, blood, immune disorders",NA,NA,2720239916.81449,0.008261848947560112
2010,811,Thalassaemias,3,2793315.01517691,2793.31501517691,2.79331501517691,NA,NA,1.,Thalassaemias,NA,2720239916.81449,0.0010268634755010852
2010,812,Sickle cell disorders and trait,3,4225456.33303035,4225.45633303035,4.225456333030349,NA,NA,2.,Sickle cell disorders and trait,NA,2720239916.81449,0.0015533395811566976
2010,813,Other haemoglobinopathies and haemolytic anaemias,3,4040468.94713597,4040.46894713597,4.04046894713597,NA,NA,3.,Other haemoglobinopathies and haemolytic anaemias,NA,2720239916.81449,0.0014853355110925367
2010,814,"Other endocrine, blood and immune disorders",3,11414970.9985016,11414.970998501602,11.4149709985016,NA,NA,4.,"Other endocrine, blood and immune disorders",NA,2720239916.81449,0.004196310379809803
2010,820,Mental and substance use disorders,2,152169166.298997,152169.166298997,152.16916629899703,NA,E.,Mental and substance use disorders,NA,NA,2720239916.81449,0.055939612296107034
2010,830,Depressive disorders,3,41572572.2283134,41572.5722283134,41.572572228313405,NA,NA,1.,Depressive disorders,NA,2720239916.81449,0.01528268590257162
2010,840,Bipolar disorder,3,6982706.46516673,6982.70646516673,6.982706465166729,NA,NA,2.,Bipolar disorder,NA,2720239916.81449,0.002566945077897305
2010,850,Schizophrenia,3,12898055.6630434,12898.0556630434,12.898055663043401,NA,NA,3.,Schizophrenia,NA,2720239916.81449,0.0047415140051865505
2010,860,Alcohol use disorders,3,16665180.2421636,16665.180242163602,16.6651802421636,NA,NA,4.,Alcohol use disorders,NA,2720239916.81449,0.0061263641266168884
2010,870,Drug use disorders,3,11756904.0243596,11756.904024359601,11.756904024359601,NA,NA,5.,Drug use disorders,NA,2720239916.81449,0.004322009963785623
2010,871,Opioid use disorders,4,7949867.67308696,7949.86767308696,7.94986767308696,NA,NA,NA,a.,Opioid use disorders,2720239916.81449,0.0029224876908638905
2010,872,Cocaine use disorders,4,899855.900085368,899.8559000853679,0.899855900085368,NA,NA,NA,b.,Cocaine use disorders,2720239916.81449,3.3080019689555007e-4
2010,873,Amphetamine use disorders,4,1553230.7249713,1553.2307249712999,1.5532307249713,NA,NA,NA,c.,Amphetamine use disorders,2720239916.81449,5.709903436716697e-4
2010,874,Cannabis use disorders,4,616757.174627827,616.757174627827,0.616757174627827,NA,NA,NA,d.,Cannabis use disorders,2720239916.81449,2.2672896269755296e-4
2010,875,Other drug use disorders,4,737192.551588165,737.192551588165,0.737192551588165,NA,NA,NA,e.,Other drug use disorders,2720239916.81449,2.710027696569673e-4
2010,880,Anxiety disorders,3,31988262.3518969,31988.2623518969,31.9882623518969,NA,NA,6.,Anxiety disorders,NA,2720239916.81449,0.01175935334018495
2010,890,Eating disorders,3,3000637.06442466,3000.63706442466,3.00063706442466,NA,NA,7.,Eating disorders,NA,2720239916.81449,0.0011030780946478156
2010,900,Austism and Asperger syndrome,3,10315060.7891657,10315.0607891657,10.3150607891657,NA,NA,8.,Austism and Asperger syndrome,NA,2720239916.81449,0.003791967291342835
2010,910,Childhood behavioural disorders,3,5605777.35800336,5605.77735800336,5.60577735800336,NA,NA,9.,Childhood behavioural disorders,NA,2720239916.81449,0.0020607657888381957
2010,911,Attention deficit/hyperactivity syndrome,4,1003564.70044287,1003.56470044287,1.00356470044287,NA,NA,NA,a.,Attention deficit/hyperactivity syndrome,2720239916.81449,3.689250695277219e-4
2010,912,Conduct disorder,4,4602212.65756049,4602.21265756049,4.60221265756049,NA,NA,NA,b.,Conduct disorder,2720239916.81449,0.0016918407193104738
2010,920,Idiopathic intellectual disability,3,3856798.43397213,3856.79843397213,3.85679843397213,NA,NA,10.,Idiopathic intellectual disability,NA,2720239916.81449,0.0014178155427145543
2010,930,Other mental and behavioural disorders,3,7527211.67848698,7527.2116784869795,7.52721167848698,NA,NA,11.,Other mental and behavioural disorders,NA,2720239916.81449,0.0027671131623204937
2010,940,Neurological conditions,2,88905458.9725831,88905.4589725831,88.9054589725831,NA,F.,Neurological conditions,NA,NA,2720239916.81449,0.032682947714661494
2010,950,Alzheimer disease and other dementias,3,21840792.5142249,21840.7925142249,21.8407925142249,NA,NA,1.,Alzheimer disease and other dementias,NA,2720239916.81449,0.008028994935050195
2010,960,Parkinson disease,3,4704653.49682532,4704.65349682532,4.70465349682532,NA,NA,2.,Parkinson disease,NA,2720239916.81449,0.0017294994708902949
2010,970,Epilepsy,3,13507364.9456398,13507.3649456398,13.5073649456398,NA,NA,3.,Epilepsy,NA,2720239916.81449,0.004965505013784764
2010,980,Multiple sclerosis,3,865279.58802927,865.2795880292699,0.86527958802927,NA,NA,4.,Multiple sclerosis,NA,2720239916.81449,3.1808943861192474e-4
2010,990,Migraine,3,38142295.8458269,38142.2958458269,38.1422958458269,NA,NA,5.,Migraine,NA,2720239916.81449,0.014021666107485498
2010,1000,Non-migrane headache,3,3966447.90500602,3966.44790500602,3.96644790500602,NA,NA,6.,Non-migrane headache,NA,2720239916.81449,0.0014581242928200574
2010,1010,Other neurological conditions,3,5878624.67703084,5878.62467703084,5.87862467703084,NA,NA,7.,Other neurological conditions,NA,2720239916.81449,0.002161068456018742
2010,1020,Sense organ diseases,2,58760530.7139154,58760.5307139154,58.7605307139154,NA,G.,Sense organ diseases,NA,NA,2720239916.81449,0.02160123096154193
2010,1030,Glaucoma,3,600915.32113031,600.91532113031,0.60091532113031,NA,NA,1.,Glaucoma,NA,2720239916.81449,2.2090526553040436e-4
2010,1040,Cataracts,3,5302957.54176078,5302.95754176078,5.3029575417607795,NA,NA,2.,Cataracts,NA,2720239916.81449,0.0019494447930794119
2010,1050,Uncorrected refractive errors,3,13248070.5001478,13248.070500147802,13.2480705001478,NA,NA,3.,Uncorrected refractive errors,NA,2720239916.81449,0.004870184581241578
2010,1060,Macular degeneration,3,440939.94393573,440.93994393573,0.44093994393573005,NA,NA,4.,Macular degeneration,NA,2720239916.81449,1.6209597587704265e-4
2010,1070,Other vision loss,3,2412956.53791445,2412.9565379144497,2.4129565379144498,NA,NA,5.,Other vision loss,NA,2720239916.81449,8.870381332908749e-4
2010,1080,Other hearing loss,3,33805948.1248716,33805.9481248716,33.8059481248716,NA,NA,6.,Other hearing loss,NA,2720239916.81449,0.012427561229400573
2010,1090,Other sense organ disorders,3,2948742.74415476,2948.74274415476,2.9487427441547602,NA,NA,7.,Other sense organ disorders,NA,2720239916.81449,0.0010840009831220535
2010,1100,Cardiovascular diseases,2,385882781.433841,385882.781433841,385.882781433841,NA,H.,Cardiovascular diseases,NA,NA,2720239916.81449,0.14185615726340978
2010,1110,Rheumatic heart disease,3,15001918.3434717,15001.9183434717,15.0019183434717,NA,NA,1.,Rheumatic heart disease,NA,2720239916.81449,0.005514924713346442
2010,1120,Hypertensive heart disease,3,20136353.8579457,20136.353857945698,20.1363538579457,NA,NA,2.,Hypertensive heart disease,NA,2720239916.81449,0.007402418343131358
2010,1130,Ischaemic heart disease,3,167052813.728409,167052.813728409,167.052813728409,NA,NA,3.,Ischaemic heart disease,NA,2720239916.81449,0.06141105889072995
2010,1140,Stroke,3,146954228.071929,146954.228071929,146.954228071929,NA,NA,4.,Stroke,NA,2720239916.81449,0.05402252469113765
2010,1141,Ischaemic stroke,4,59337219.8915218,59337.219891521796,59.3372198915218,NA,NA,NA,a.,Ischaemic stroke,2720239916.81449,0.021813230342200132
2010,1142,Haemorrhagic stroke,4,87617008.151559,87617.008151559,87.61700815155899,NA,NA,NA,b.,Haemorrhagic stroke,2720239916.81449,0.03220929433833249
2010,1150,"Cardiomyopathy, myocarditis, endocarditis",3,14216371.5831883,14216.371583188298,14.2163715831883,NA,NA,5.,"Cardiomyopathy, myocarditis, endocarditis",NA,2720239916.81449,0.005226146228982715
2010,1160,Other circulatory diseases,3,22521095.8488969,22521.095848896897,22.5210958488969,NA,NA,6.,Other circulatory diseases,NA,2720239916.81449,0.008279084396081507
2010,1170,Respiratory diseases,2,97407478.0087867,97407.4780087867,97.4074780087867,NA,I.,Respiratory diseases,NA,NA,2720239916.81449,0.03580841432650351
2010,1180,Chronic obstructive pulmonary disease,3,68267097.5579787,68267.0975579787,68.2670975579787,NA,NA,1.,Chronic obstructive pulmonary disease,NA,2720239916.81449,0.025095984047584383
2010,1190,Asthma,3,21449825.6959607,21449.8256959607,21.4498256959607,NA,NA,2.,Asthma,NA,2720239916.81449,0.007885269811450789
2010,1200,Other respiratory diseases,3,7690554.75484728,7690.55475484728,7.6905547548472795,NA,NA,3.,Other respiratory diseases,NA,2720239916.81449,0.0028271604674683357
2010,1210,Digestive diseases,2,89215740.7506454,89215.7407506454,89.2157407506454,NA,J.,Digestive diseases,NA,NA,2720239916.81449,0.03279701183677968
2010,1220,Peptic ulcer disease,3,6908019.11751538,6908.01911751538,6.90801911751538,NA,NA,1.,Peptic ulcer disease,NA,2720239916.81449,0.00253948891596479
2010,1230,Cirrhosis of the liver,3,45494579.53426,45494.579534259996,45.49457953426,NA,NA,2.,Cirrhosis of the liver,NA,2720239916.81449,0.016724473180856774
2010,1231,Cirrhosis due to hepatitis B,4,11966290.4903837,11966.290490383699,11.966290490383699,NA,NA,NA,a.,Cirrhosis due to hepatitis B,2720239916.81449,0.004398983492748944
2010,1232,Cirrhosis due to hepatitis C,4,10620140.4484512,10620.1404484512,10.6201404484512,NA,NA,NA,b.,Cirrhosis due to hepatitis C,2720239916.81449,0.0039041190384735665
2010,1233,Cirrhosis due to alcohol use,4,12140358.4206012,12140.3584206012,12.140358420601201,NA,NA,NA,c.,Cirrhosis due to alcohol use,2720239916.81449,0.004462973411116637
2010,1234,Other liver cirrhosis,4,10767790.1748238,10767.7901748238,10.7677901748238,NA,NA,NA,d.,Other liver cirrhosis,2720239916.81449,0.003958397238517592
2010,1240,Appendicitis,3,1613241.80698521,1613.24180698521,1.61324180698521,NA,NA,3.,Appendicitis,NA,2720239916.81449,5.930512955910083e-4
2010,1241,Gastritis and duodenitis,3,2722097.97160532,2722.09797160532,2.72209797160532,NA,NA,4.,Gastritis and duodenitis,NA,2720239916.81449,0.0010006830481309186
2010,1242,Paralytic ileus and intestinal obstruction,3,6462509.6463693,6462.5096463693,6.4625096463693,NA,NA,5.,Paralytic ileus and intestinal obstruction,NA,2720239916.81449,0.0023757131150171336
2010,1244,Inflammatory bowel disease,3,1227084.61331128,1227.08461331128,1.22708461331128,NA,NA,6.,Inflammatory bowel disease,NA,2720239916.81449,4.5109426037253557e-4
2010,1246,Gallbladder and biliary diseases,3,6500092.45904717,6500.09245904717,6.5000924590471705,NA,NA,7.,Gallbladder and biliary diseases,NA,2720239916.81449,0.002389529106924892
2010,1248,Pancreatitis,3,3902599.84466446,3902.59984466446,3.90259984466446,NA,NA,8.,Pancreatitis,NA,2720239916.81449,0.0014346528115191256
2010,1250,Other digestive diseases,3,14385515.7568873,14385.5157568873,14.3855157568873,NA,NA,9.,Other digestive diseases,NA,2720239916.81449,0.00528832610240251
2010,1260,Genitourinary diseases,2,65781167.1316272,65781.1671316272,65.7811671316272,NA,K.,Genitourinary diseases,NA,NA,2720239916.81449,0.024182119645042043
2010,1270,Kidney diseases,3,33352742.1106213,33352.7421106213,33.3527421106213,NA,NA,1.,Kidney diseases,NA,2720239916.81449,0.01226095606658059
2010,1271,Acute glomerulonephritis,4,371984.479256008,371.984479256008,0.37198447925600797,NA,NA,NA,a.,Acute glomerulonephritis,2720239916.81449,1.3674693800229824e-4
2010,1272,Chronic kidney disease due to diabetes,4,10906019.7258415,10906.0197258415,10.9060197258415,NA,NA,NA,b.,Chronic kidney disease due to diabetes,2720239916.81449,0.004009212444251199
2010,1273,Other chronic kidney disease,4,22074737.9055238,22074.737905523798,22.0747379055238,NA,NA,NA,c.,Other chronic kidney disease,2720239916.81449,0.008114996684327096
2010,1280,Benign prostatic hyperplasia,3,1622609.07295993,1622.60907295993,1.6226090729599298,NA,NA,2.,Benign prostatic hyperplasia,NA,2720239916.81449,5.964948396390236e-4
2010,1290,Urolithiasis,3,494563.623414906,494.563623414906,0.49456362341490595,NA,NA,3.,Urolithiasis,NA,2720239916.81449,1.8180882515467968e-4
2010,1300,Other urinary diseases,3,6024561.18813524,6024.561188135241,6.02456118813524,NA,NA,4.,Other urinary diseases,NA,2720239916.81449,0.002214716853059874
2010,1310,Infertility,3,685030.59418013,685.03059418013,0.68503059418013,NA,NA,5.,Infertility,NA,2720239916.81449,2.518272708027637e-4
2010,1320,Gynecological diseases,3,23601660.5423157,23601.660542315698,23.6016605423157,NA,NA,6.,Gynecological diseases,NA,2720239916.81449,0.00867631578980511
2010,1330,Skin diseases,2,36236500.7630321,36236.5007630321,36.236500763032105,NA,L.,Skin diseases,NA,NA,2720239916.81449,0.013321067946634096
2010,1340,Musculoskeletal diseases,2,131227179.671965,131227.17967196502,131.227179671965,NA,M.,Musculoskeletal diseases,NA,NA,2720239916.81449,0.04824103155784777
2010,1350,Rheumatoid arthritis,3,2450208.25141842,2450.2082514184203,2.4502082514184202,NA,NA,1.,Rheumatoid arthritis,NA,2720239916.81449,9.007324082971742e-4
2010,1360,Osteoarthritis,3,15660427.8059433,15660.4278059433,15.6604278059433,NA,NA,2.,Osteoarthritis,NA,2720239916.81449,0.0057570024280366745
2010,1370,Gout,3,1293907.73288753,1293.90773288753,1.29390773288753,NA,NA,3.,Gout,NA,2720239916.81449,4.756594169836122e-4
2010,1380,Back and neck pain,3,75929623.3758956,75929.62337589561,75.9296233758956,NA,NA,4.,Back and neck pain,NA,2720239916.81449,0.027912840667676197
2010,1390,Other musculoskeletal disorders,3,35893012.5058204,35893.0125058204,35.8930125058204,NA,NA,5.,Other musculoskeletal disorders,NA,2720239916.81449,0.013194796636854208
2010,1400,Congenital anomalies,2,55698842.5958046,55698.8425958046,55.6988425958046,NA,N.,Congenital anomalies,NA,NA,2720239916.81449,0.020475709606169658
2010,1410,Neural tube defects,3,5529195.26611964,5529.19526611964,5.529195266119641,NA,NA,1.,Neural tube defects,NA,2720239916.81449,0.002032613091199158
2010,1420,Cleft lip and cleft palate,3,490396.860518864,490.396860518864,0.490396860518864,NA,NA,2.,Cleft lip and cleft palate,NA,2720239916.81449,1.802770621398492e-4
2010,1430,Down syndrome,3,1886964.7318054,1886.9647318053999,1.8869647318054,NA,NA,3.,Down syndrome,NA,2720239916.81449,6.936758482741153e-4
2010,1440,Congenital heart anomalies,3,25784298.2659932,25784.2982659932,25.7842982659932,NA,NA,4.,Congenital heart anomalies,NA,2720239916.81449,0.009478685356616504
2010,1450,Other chromosomal anomalies,3,1898560.28887523,1898.5602888752298,1.89856028887523,NA,NA,5.,Other chromosomal anomalies,NA,2720239916.81449,6.979385447363482e-4
2010,1460,Other congenital anomalies,3,20109427.1824923,20109.4271824923,20.1094271824923,NA,NA,6.,Other congenital anomalies,NA,2720239916.81449,0.007392519703203697
2010,1470,Oral conditions,2,18688320.1961179,18688.3201961179,18.6883201961179,NA,O.,Oral conditions,NA,NA,2720239916.81449,0.006870099979270458
2010,1480,Dental caries,3,2195078.16745363,2195.0781674536297,2.1950781674536297,NA,NA,1.,Dental caries,NA,2720239916.81449,8.069428559904946e-4
2010,1490,Periodontal disease,3,5195092.05419309,5195.09205419309,5.19509205419309,NA,NA,2.,Periodontal disease,NA,2720239916.81449,0.001909791861401972
2010,1500,Edentulism,3,7482644.77369784,7482.64477369784,7.48264477369784,NA,NA,3.,Edentulism,NA,2720239916.81449,0.002750729715951054
2010,1502,Other oral disorders,3,3815505.20077337,3815.50520077337,3.81550520077337,NA,NA,4.,Other oral disorders,NA,2720239916.81449,0.0014026355459269488
2010,1505,Sudden infant death syndrome,2,3651667.08676666,3651.6670867666603,3.6516670867666603,NA,P.,Sudden infant death syndrome,NA,NA,2720239916.81449,0.0013424062576961628
2010,1510,Injuries,1,285387694.239729,285387.69423972897,285.387694239729,III.,Injuries,NA,NA,NA,2720239916.81449,0.10491269261791049
2010,1520,Unintentional injuries,2,208726105.410963,208726.105410963,208.726105410963,NA,A.,Unintentional injuries,NA,NA,2720239916.81449,0.07673077073855664
2010,1530,Road injury,3,75205817.3116684,75205.81731166839,75.2058173116684,NA,NA,1.,Road injury,NA,2720239916.81449,0.027646758966664024
2010,1540,Poisonings,3,3847403.10470483,3847.4031047048297,3.84740310470483,NA,NA,2.,Poisonings,NA,2720239916.81449,0.001414361682189523
2010,1550,Falls,3,36988067.5637415,36988.0675637415,36.988067563741495,NA,NA,3.,Falls,NA,2720239916.81449,0.01359735490061333
2010,1560,"Fire, heat and hot substances",3,9963693.28780393,9963.69328780393,9.96369328780393,NA,NA,4.,"Fire, heat and hot substances",NA,2720239916.81449,0.0036627994561126117
2010,1570,Drowning,3,22479053.6821532,22479.0536821532,22.4790536821532,NA,NA,5.,Drowning,NA,2720239916.81449,0.008263629080363277
2010,1575,Exposure to mechanical forces,3,11609797.8467968,11609.797846796799,11.6097978467968,NA,NA,6.,Exposure to mechanical forces,NA,2720239916.81449,0.004267931580238091
2010,1580,Natural disasters,3,11044149.628449,11044.149628449,11.044149628449,NA,NA,7.,Natural disasters,NA,2720239916.81449,0.0040599910177710145
2010,1590,Other unintentional injuries,3,37588122.9856451,37588.1229856451,37.5881229856451,NA,NA,8.,Other unintentional injuries,NA,2720239916.81449,0.013817944054604677
2010,1600,Intentional injuries,2,76661588.8287657,76661.5888287657,76.6615888287657,NA,B.,Intentional injuries,NA,NA,2720239916.81449,0.02818192187935375
2010,1610,Self-harm,3,36958347.8138098,36958.3478138098,36.958347813809795,NA,NA,1.,Self-harm,NA,2720239916.81449,0.013586429485635041
2010,1620,Interpersonal violence,3,32929206.5066642,32929.2065066642,32.9292065066642,NA,NA,2.,Interpersonal violence,NA,2720239916.81449,0.012105258180765771
2010,1630,Collective violence and legal intervention,3,6774034.50829173,6774.03450829173,6.77403450829173,NA,NA,3.,Collective violence and legal intervention,NA,2720239916.81449,0.00249023421295295
2010,1700,Other COVID-19 pandemic-related outcomes,2,0,0,0,NA,C.,Other COVID-19 pandemic-related outcomes,NA,NA,2720239916.81449,0
2015,0,All Causes,0,2689493675.86236,2689493.67586236,2689.49367586236,NA,All Causes,NA,NA,NA,2689493675.86236,1
2015,10,"Communicable, maternal, perinatal and nutritional conditions",1,806174907.29232,806174.90729232,806.17490729232,I.,"Communicable, maternal, perinatal and nutritional conditions",NA,NA,NA,2689493675.86236,0.2997496943486316
2015,20,Infectious and parasitic diseases,2,370962891.465102,370962.89146510203,370.962891465102,NA,A.,Infectious and parasitic diseases,NA,NA,2689493675.86236,0.13793038250820813
2015,30,Tuberculosis,3,72551344.6056802,72551.34460568019,72.5513446056802,NA,NA,1.,Tuberculosis,NA,2689493675.86236,0.026975837592336897
2015,40,STDs excluding HIV,3,6873059.37085763,6873.05937085763,6.8730593708576295,NA,NA,2.,STDs excluding HIV,NA,2689493675.86236,0.0025555216703210316
2015,50,Syphilis,4,5697807.87522479,5697.807875224789,5.69780787522479,NA,NA,NA,a.,Syphilis,2689493675.86236,0.0021185429534047308
2015,60,Chlamydia,4,150584.961940814,150.58496194081403,0.15058496194081403,NA,NA,NA,b.,Chlamydia,2689493675.86236,5.599007846431556e-5
2015,70,Gonorrhoea,4,72074.0190599165,72.07401905991651,0.0720740190599165,NA,NA,NA,c.,Gonorrhoea,2689493675.86236,2.6798359745838286e-5
2015,80,Trichomoniasis,4,240413.017872636,240.413017872636,0.240413017872636,NA,NA,NA,d.,Trichomoniasis,2689493675.86236,8.938969443590527e-5
2015,85,Gential Herpes,4,234294.698400235,234.294698400235,0.234294698400235,NA,NA,NA,e.,Gential Herpes,2689493675.86236,8.711479803911815e-5
2015,90,Other STDs,4,477884.798359247,477.884798359247,0.47788479835924697,NA,NA,NA,f.,Other STDs,2689493675.86236,1.776857862311269e-4
2015,100,HIV/AIDS,3,54773488.0407977,54773.4880407977,54.7734880407977,NA,NA,3.,HIV/AIDS,NA,2689493675.86236,0.02036572479510855
2015,110,Diarrhoeal diseases,3,89405838.9515661,89405.8389515661,89.4058389515661,NA,NA,4.,Diarrhoeal diseases,NA,2689493675.86236,0.03324262843745077
2015,120,Childhood-cluster diseases,3,28113025.9057431,28113.0259057431,28.1130259057431,NA,NA,5.,Childhood-cluster diseases,NA,2689493675.86236,0.010452906492419593
2015,130,Whooping cough,4,13983431.8470482,13983.431847048201,13.9834318470482,NA,NA,NA,a.,Whooping cough,2689493675.86236,0.005199280434286409
2015,140,Diphtheria,4,534194.124290814,534.194124290814,0.534194124290814,NA,NA,NA,b.,Diphtheria,2689493675.86236,1.9862256196588002e-4
2015,150,Measles,4,11689294.5865739,11689.2945865739,11.6892945865739,NA,NA,NA,c.,Measles,2689493675.86236,0.004346280748485434
2015,160,Tetanus,4,1906105.34783017,1906.10534783017,1.9061053478301702,NA,NA,NA,d.,Tetanus,2689493675.86236,7.087227476818646e-4
2015,170,Meningitis,3,17705547.5061555,17705.547506155497,17.705547506155497,NA,NA,6.,Meningitis,NA,2689493675.86236,0.006583227045692304
2015,180,Encephalitis,3,4631216.9943558,4631.216994355799,4.6312169943558,NA,NA,7.,Encephalitis,NA,2689493675.86236,0.0017219661216979233
2015,185,Hepatitis,3,7070007.97421376,7070.0079742137605,7.070007974213761,NA,NA,8.,Hepatitis,NA,2689493675.86236,0.002628750547980683
2015,186,Acute hepatitis A,4,3487957.33807915,3487.95733807915,3.4879573380791498,NA,NA,NA,a.,Acute hepatitis A,2689493675.86236,0.0012968825208190052
2015,190,Acute hepatitis B,4,2372392.93157692,2372.39293157692,2.37239293157692,NA,NA,NA,b.,Acute hepatitis B,2689493675.86236,8.820964900823704e-4
2015,200,Acute hepatitis C,4,941157.920781624,941.15792078162406,0.9411579207816241,NA,NA,NA,c.,Acute hepatitis C,2689493675.86236,3.4993870007143664e-4
2015,205,Acute hepatitis E,4,268499.783776069,268.499783776069,0.268499783776069,NA,NA,NA,d.,Acute hepatitis E,2689493675.86236,9.983283700787181e-5
2015,210,Parasitic and vector diseases,3,66042115.1760371,66042.1151760371,66.0421151760371,NA,NA,9.,Parasitic and vector diseases,NA,2689493675.86236,0.024555594150955325
2015,220,Malaria,4,51339136.867515,51339.136867515,51.339136867514995,NA,NA,NA,a.,Malaria,2689493675.86236,0.019088773968227904
2015,230,Trypanosomiasis,4,171447.569698937,171.447569698937,0.171447569698937,NA,NA,NA,b.,Trypanosomiasis,2689493675.86236,6.374715480376209e-5
2015,240,Chagas disease,4,223033.139738301,223.033139738301,0.223033139738301,NA,NA,NA,c.,Chagas disease,2689493675.86236,8.29275568632031e-5
2015,250,Schistosomiasis,4,2158567.63036757,2158.56763036757,2.1585676303675703,NA,NA,NA,d.,Schistosomiasis,2689493675.86236,8.025925659317442e-4
2015,260,Leishmaniasis,4,981044.425415139,981.0444254151389,0.9810444254151389,NA,NA,NA,e.,Leishmaniasis,2689493675.86236,3.647691884237566e-4
2015,270,lymphatic filariasis,4,2078935.41683925,2078.9354168392497,2.0789354168392498,NA,NA,NA,f.,lymphatic filariasis,2689493675.86236,7.729839395040256e-4
2015,280,Onchocerciasis,4,1256605.96316661,1256.60596316661,1.25660596316661,NA,NA,NA,g.,Onchocerciasis,2689493675.86236,4.672277070009066e-4
2015,285,Cysticercosis,4,1158511.90326546,1158.51190326546,1.1585119032654598,NA,NA,NA,h.,Cysticercosis,2689493675.86236,4.307546486027688e-4
2015,295,Echinococcosis,4,508927.165009603,508.927165009603,0.508927165009603,NA,NA,NA,i.,Echinococcosis,2689493675.86236,1.8922787198836615e-4
2015,300,Dengue,4,2186665.96444902,2186.66596444902,2.1866659644490203,NA,NA,NA,j.,Dengue,2689493675.86236,8.130400097512357e-4
2015,310,Trachoma,4,136446.638198884,136.446638198884,0.136446638198884,NA,NA,NA,k.,Trachoma,2689493675.86236,5.0733206559830896e-5
2015,315,Yellow fever,4,558023.817134626,558.023817134626,0.558023817134626,NA,NA,NA,l.,Yellow fever,2689493675.86236,2.0748285156524902e-4
2015,320,Rabies,4,3284768.67523871,3284.76867523871,3.28476867523871,NA,NA,NA,m.,Rabies,2689493675.86236,0.001221333481732572
2015,330,Intestinal nematode infections,3,3009392.09040802,3009.39209040802,3.0093920904080202,NA,NA,10.,Intestinal nematode infections,NA,2689493675.86236,0.0011189437318320102
2015,340,Ascariasis,4,865620.301341448,865.620301341448,0.865620301341448,NA,NA,NA,a.,Ascariasis,2689493675.86236,3.2185251414056413e-4
2015,350,Trichuriasis,4,206039.366906492,206.039366906492,0.20603936690649202,NA,NA,NA,b.,Trichuriasis,2689493675.86236,7.660897988184616e-5
2015,360,Hookworm disease,4,763510.452077781,763.510452077781,0.763510452077781,NA,NA,NA,c.,Hookworm disease,2689493675.86236,2.8388631619777604e-4
